"name";"instance";"filename";"n";"m";"inkratio";"mean_occupation_area";"edge_density_distribution";"distortion";"frechet";"directionality";"monotonicity";"projected_monotonicity";"SL_angle";"self_intersections";"mean_edge_length_difference";"directionality_mag";"ambiguity_1";"accuracy_1";"precision_1";"specificity_1";"FPR_1";"ambiguity_2";"accuracy_2";"precision_2";"specificity_2";"FPR_2";"ambiguity_3";"accuracy_3";"precision_3";"specificity_3";"FPR_3";"ambiguity_4";"accuracy_4";"precision_4";"specificity_4";"FPR_4";"ambiguity_5";"accuracy_5";"precision_5";"specificity_5";"FPR_5";"inkratio_t";"ambiguity_t";"mean_occupation_area_t";"edge_density_distribution_t";"distortion_t";"frechet_t";"directionality_t";"monotonicity_t";"projected_monotonicity_t";"SL_angle_t";"self_intersections_t";"mean_edge_length_difference_t";"directionality_mag_t"
"wr";"geo_Oceania_airports";"dashboard/output_dashboard/geo_Oceania_airports/wr.json";274;572;0.5149;1.521;0.1047;1.0773;10.0325;0.0326;0.0014;0.0011;0.5319;0;4.8504;1.9192;0.7556;0.0278;1;0.4708;0;0.9599;0.0175;0.7751;0.0708;0.0109;0.9947;0.0155;0.7571;0.0097;0.013;1;0.0152;0.7556;0;0.0133;1;0.0152;0.7556;0;0.0133;382.1289;7337.0225;16.2761;17.2901;6.7887;4172.6212;11.2848;30.5038;13.9883;1.1437;1206.3978;6.901;190.0725
"cubu";"geo_Russia_airports";"dashboard/output_dashboard/geo_Russia_airports/cubu.json";101;338;0.5713;4.1686;0.1262;1.1512;18.2987;0.3903;0.2226;0.0221;0.6171;0.6171;15.9203;11.2373;0.2569;0.257;1;0.9802;0;0.9099;0.0827;0.2826;0.116;0.1976;1;0.0663;0.2569;0;0.217;1;0.0663;0.2569;0;0.217;1;0.0663;0.2569;0;0.217;223.8619;10063.2057;16.4509;17.2417;3.7339;490.2768;5.2028;16.9239;6.4247;0.6874;0;3.5129;40.8261
"epb";"geo_Russia_airports";"dashboard/output_dashboard/geo_Russia_airports/epb.json";101;338;0.6125;3.6568;0.1393;1.0381;19.2084;0.0157;0.0012;0.0012;0.6171;0;9.834;0.9259;0.3286;0.24;1;0.9208;0;0.9428;0.0747;0.348;0.0793;0.1869;1;0.0663;0.3286;0;0.1976;1;0.0663;0.3286;0;0.1976;1;0.0663;0.3286;0;0.1976;222.1756;11904.0167;16.299;17.292;2.63;1503.0546;5.5306;11.1761;5.2924;0.68;515.8899;2.7132;67.9522
"fd";"geo_Russia_airports";"dashboard/output_dashboard/geo_Russia_airports/fd.json";101;338;0.7308;4.4053;0.1597;1.0083;10.9398;0.2178;0.0976;0.0063;0.6171;0;2.0638;0.4338;0.4608;0.1818;1;0.8614;0;0.9327;0.0731;0.4975;0.1069;0.1255;1;0.0663;0.4608;0;0.1343;1;0.0663;0.4608;0;0.1343;1;0.0663;0.4608;0;0.1343;162.4267;9221.8778;16.3422;16.9506;4.7927;4374.2111;8.6191;19.8748;9.6786;0.6633;980.3786;4.5354;150.3625
"sepb";"geo_Russia_airports";"dashboard/output_dashboard/geo_Russia_airports/sepb.json";101;338;0.6107;3.6834;0.1388;1.0471;20.039;0.016;0.002;0.0019;0.6171;0;11.8978;1.0644;0.3321;0.2441;1;0.901;0;0.9424;0.0747;0.3515;0.0784;0.1917;1;0.0663;0.3321;0;0.2023;1;0.0663;0.3321;0;0.2023;1;0.0663;0.3321;0;0.2023;230.7029;12307.8625;16.4645;17.1926;2.6782;1536.8824;5.6248;11.4303;5.3406;0.679;605.9349;2.7604;70.2374
"wr";"geo_Russia_airports";"dashboard/output_dashboard/geo_Russia_airports/wr.json";101;338;0.5496;3.7988;0.1238;1.058;19.1669;0.0523;0.0044;0.0028;0.6171;0;9.9846;2.482;0.2974;0.2764;1;0.9307;0;0.912;0.0794;0.3347;0.116;0.2218;1;0.0663;0.2974;0;0.2376;1;0.0663;0.2974;0;0.2376;1;0.0663;0.2974;0;0.2376;220.1674;11896.3985;16.268;17.1742;4.2007;2493.6259;7.0534;17.4508;8.2536;0.6745;916.713;4.039;111.794
"cubu";"geo_United States_airports";"dashboard/output_dashboard/geo_United States_airports/cubu.json";540;2779;0.572336445998846;0.770061173083843;0.119767785072327;1.13073586272267;26.3027846931707;0.252829114701056;0.116192241301529;0.00818005740071488;0.572324714196165;0.572324714196165;18.107749978562;14.6829651987308;0.358852868495529;0.130658436213992;1;0.787037037037037;0;0.893155440485269;0.0332578875171468;0.385922345210436;0.126918378052664;0.102657506439609;0.993596348971361;0.0199382716049383;0.359342891218555;0.00677359881487579;0.11636255704125;0.999851621808144;0.0190672153635117;0.358863184760613;0.000158694456940071;0.117243957175772;1;0.0190603566529492;0.358852868495529;0;0.117250828611214;1596.49205207825;271330.627679825;41.4533615112305;43.8888072967529;27.2037982940674;1686.59615516663;36.5073680877686;119.833946228027;44.1980361938477;5.34653663635254;0;26.6158580780029;201.957941055298
"epb";"geo_United States_airports";"dashboard/output_dashboard/geo_United States_airports/epb.json";540;2779;0.626285452054985;0.793091039942425;0.130646020174027;1.07701783975537;24.5521429557435;0.0166822594488941;0.00325296862106522;0.00267722196246961;0.572324714188311;6.89058516380452E-05;16.7458074250802;1.65687206896938;0.38763703677366;0.119451303155007;1;0.764814814814815;0;0.921724848640263;0.0275582990397805;0.412297456576297;0.0964789622508522;0.0968021792423914;0.997115536513867;0.0191838134430727;0.388752724712738;0.00397676290285389;0.105435713046153;1;0.0190603566529492;0.38763703677366;0;0.105560220135914;1;0.0190603566529492;0.38763703677366;0;0.105560220135914;1682.58929252625;226236.07134819;41.417121887207;43.980598449707;25.8669853210449;14885.7035636902;49.9303340911865;110.030889511108;51.013708114624;5.33246994018555;5107.41925239563;26.0105133056641;679.951667785645
"fd";"geo_United States_airports";"dashboard/output_dashboard/geo_United States_airports/fd.json";540;2779;0.783529526286147;0.953940266282836;0.159246802330017;1.02762503729488;16.3808796917231;0.204629313120281;0.0786018064882326;0.00496259248624789;0.572324714188311;0.000136100829920549;5.68257650996162;0.833158879079655;0.433878809870006;0.0887105624142661;1;0.746296296296296;0;0.915819708766627;0.0253840877914952;0.462943521645579;0.107006282142451;0.0668779801658808;0.997061549534433;0.0192661179698217;0.434140079604812;0.00315465177966375;0.0731934940778674;1;0.0190603566529492;0.433878809870006;0;0.0734012625583786;1;0.0190603566529492;0.433878809870006;0;0.0734012625583786;1632.65466690063;152574.670791626;40.6851768493652;43.5383319854736;45.9668636322022;35868.3145046234;67.3019886016846;166.218519210815;81.1872482299805;5.32245635986328;7866.70970916748;36.6752147674561;1245.31316757202
"sepb";"geo_United States_airports";"dashboard/output_dashboard/geo_United States_airports/sepb.json";540;2779;0.636791567295458;0.809283915077366;0.132470145821571;1.08811076191871;25.3697826506924;0.0173659586006143;0.00473551626694893;0.00370636911470927;0.572324714188311;5.35934401629241E-05;18.8592962253849;1.83802316358214;0.394838011074529;0.122105624142661;1;0.740740740740741;0;0.921659024007811;0.0277914951989026;0.417890006786159;0.0950658254273524;0.0993291098294227;0.99723378391393;0.0191769547325103;0.395930813019636;0.00384393464588734;0.108206032953299;1;0.0190603566529492;0.394838011074529;0;0.108323616845392;1;0.0190603566529492;0.394838011074529;0;0.108323616845392;1707.98230171204;231693.803548813;40.9302711486816;43.9400672912598;25.1655578613281;14587.5427722931;49.3102073669434;109.158754348755;50.2274036407471;5.31935691833496;5052.1252155304;25.4478454589844;663.043737411499
"wr";"geo_United States_airports";"dashboard/output_dashboard/geo_United States_airports/wr.json";540;2779;0.589135105443572;0.828715365239295;0.122144982218742;1.06247575452921;16.8606904572515;0.0644404453611837;0.0050017990965494;0.00334652745308701;0.572324714188311;0;8.5263081384664;2.76868928158599;0.347817107319189;0.111831275720165;1;0.818518518518519;0;0.887705268229406;0.0296227709190672;0.382086220001526;0.137049950560797;0.0867373038072433;0.99603625871394;0.0193415637860082;0.348460397113278;0.00469423209922729;0.0973267462511469;1;0.0190603566529492;0.347817107319189;0;0.0976108671897691;1;0.0190603566529492;0.347817107319189;0;0.0976108671897691;1687.85285949707;203133.115053177;42.1433448791504;44.9254512786865;33.0395698547363;20402.9562473297;56.2140941619873;149.35564994812;68.5911178588867;5.33795356750488;6378.87525558472;33.6639881134033;929.147958755493
"cubu";"sparse_block_model_1000";"dashboard/output_dashboard/sparse_block_model_1000/cubu.json";1000;5030;0.5418;1.3718;0.1408;1.0729;15.3968;0.1178;0.0391;0.0012;0.5009;0.5009;8.4359;18.6813;0.119;0.1004;1;0.998;0;0.5315;0.062;0.2209;0.5235;0.0388;0.8625;0.0271;0.1349;0.1513;0.074;0.9773;0.0128;0.1212;0.025;0.0886;0.9997;0.0101;0.1191;0.0003;0.0913;3133.3287;377201.1218;111.7806;119.7801;36.9475;1509.7055;57.8697;161.4611;58.5833;9.8159;0;36.977;141.5453
"epb";"sparse_block_model_1000";"dashboard/output_dashboard/sparse_block_model_1000/epb.json";1000;5030;0.4897;1.1348;0.1308;1.0789;17.8443;0.0186;0.0048;0.0034;0.5009;0;14.1063;1.7974;0.0984;0.1284;1;0.999;0;0.4765;0.0865;0.2016;0.5719;0.0424;0.8129;0.0422;0.1165;0.2007;0.0872;0.9613;0.0167;0.1011;0.0412;0.1129;0.9997;0.0101;0.0984;0.0003;0.1196;3077.2431;396063.2207;112.9615;119.5583;43.647;24790.5026;88.1751;183.3916;85.0537;9.7375;7653.5933;44.7967;1141.6862
"fd";"sparse_block_model_1000";"dashboard/output_dashboard/sparse_block_model_1000/fd.json";1000;5030;0.9523;2.4815;0.2179;1.0089;4.6416;0.3192;0.1617;0.0068;0.5009;0;0.8582;0.3087;0.2146;0.0508;1;0.999;0;0.6871;0.0264;0.3146;0.3937;0.0247;0.949;0.0129;0.2256;0.0629;0.0383;0.9908;0.0105;0.2165;0.0114;0.0407;1;0.0101;0.2146;0.0001;0.0412;3033.6764;369767.3328;112.0198;119.9076;69.4509;65169.6954;121.9342;299.8688;147.2118;9.6927;13063.2935;66.1681;2245.1734
"sepb";"sparse_block_model_1000";"dashboard/output_dashboard/sparse_block_model_1000/sepb.json";1000;5030;0.4736;1.1113;0.1269;1.0905;18.8108;0.0202;0.0056;0.004;0.5009;0;15.7077;1.9918;0.0939;0.1342;1;0.999;0;0.471;0.0904;0.1942;0.575;0.0443;0.8101;0.0437;0.1115;0.203;0.0914;0.9606;0.017;0.0965;0.0419;0.1184;0.9997;0.0101;0.0939;0.0003;0.1254;3171.7431;393493.3922;110.6417;117.8372;44.0812;25497.9596;88.3417;189.374;88.2311;9.7108;8040.7884;44.8296;1167.3796
"wr";"sparse_block_model_1000";"dashboard/output_dashboard/sparse_block_model_1000/wr.json";1000;5030;0.9985;2.6928;0.2224;1.0092;6.0652;0.0016;0.001;0;0.5009;0;1.0921;0.4709;0.2196;0.0489;1;0.998;0;0.6823;0.026;0.3242;0.4022;0.0232;0.9348;0.0136;0.2342;0.0811;0.0357;0.9878;0.0107;0.2222;0.0154;0.0387;0.9999;0.0101;0.2196;0.0001;0.0393;3039.8848;366004.6508;116.0226;119.6146;67.9719;36857.342;103.4975;270.8466;125.3312;9.7146;8797.6813;61.1923;1698.7307
"cubu";"sparse_block_model_300";"dashboard/output_dashboard/sparse_block_model_300/cubu.json";300;1462;0.6197;4.1963;0.1497;1.0774;22.7544;0.2185;0.0854;0.0005;0.4898;0.4898;13.191;16.2139;0.175;0.2234;1;0.9967;0;0.581;0.1364;0.2917;0.4901;0.0902;0.9146;0.0532;0.1885;0.0984;0.1764;0.9982;0.0328;0.1753;0.0021;0.1975;1;0.0325;0.175;0;0.1978;884.2399;74931.1376;84.0685;87.2698;13.7465;960.8056;18.2223;61.4219;22.481;2.8307;0;14.3118;83.4079
"epb";"sparse_block_model_300";"dashboard/output_dashboard/sparse_block_model_300/epb.json";300;1462;0.6202;3.7647;0.1532;1.0734;27.8463;0.0153;0.0037;0.0026;0.4898;0;20.4046;1.5762;0.1599;0.2392;1;1;0;0.5853;0.1444;0.2659;0.4777;0.0982;0.9139;0.0561;0.1716;0.0971;0.1897;0.9988;0.0328;0.16;0.0014;0.2138;1;0.0325;0.1599;0;0.2141;929.2748;79727.8779;84.3449;93.7085;14.3726;7461.4882;25.4207;55.8829;26.315;2.8477;2171.8621;13.1064;339.5131
"fd";"sparse_block_model_300";"dashboard/output_dashboard/sparse_block_model_300/fd.json";300;1462;0.9744;6.4877;0.2108;1.0034;4.819;0.3476;0.1744;0.0061;0.4898;0;0.5339;0.1682;0.5022;0.0689;1;0.9933;0;0.841;0.044;0.599;0.3018;0.0258;0.9687;0.0346;0.5183;0.0584;0.0356;0.9994;0.0325;0.5025;0.0014;0.0378;1;0.0325;0.5022;0;0.0378;823.0724;71923.1269;82.5892;90.5349;19.5243;19061.6908;34.2455;87.1236;42.4085;2.8076;3560.1993;18.9702;653.9442
"sepb";"sparse_block_model_300";"dashboard/output_dashboard/sparse_block_model_300/sepb.json";300;1462;0.6023;3.7462;0.1488;1.0902;29.2147;0.0174;0.0045;0.0032;0.4898;0;22.5862;1.8132;0.1481;0.2591;1;1;0;0.5663;0.1586;0.2539;0.4945;0.1042;0.9091;0.0593;0.1598;0.1019;0.2071;0.9988;0.0328;0.1482;0.0014;0.2345;1;0.0325;0.1481;0;0.2348;860.1627;84168.7255;87.2049;86.9217;13.3107;7767.0536;25.9514;56.9625;27.2269;2.8295;2372.7655;13.5806;355.7742
"wr";"sparse_block_model_300";"dashboard/output_dashboard/sparse_block_model_300/wr.json";300;1462;0.9941;6.6594;0.2131;1.0092;10.286;0.0001;0;0;0.4898;0;1.8211;0.472;0.4515;0.0757;1;0.9967;0;0.8252;0.0465;0.548;0.2984;0.0303;0.9675;0.0349;0.4663;0.0526;0.0423;0.9984;0.0326;0.4522;0.0024;0.0447;1;0.0325;0.4515;0;0.0448;809.3791;71784.2166;107.1928;89.3173;17.7307;10606.2226;29.5119;81.1076;36.0766;2.8429;2499.846;17.6387;486.1553
"cubu";"sparse_block_model_500";"dashboard/output_dashboard/sparse_block_model_500/cubu.json";500;2494;0.6177;2.4956;0.1405;1.0723;17.5575;0.1471;0.0505;0.0002;0.4918;0.4918;9.0041;18.6843;0.1758;0.1347;1;1;0;0.6205;0.0789;0.2769;0.4467;0.057;0.9;0.0361;0.1921;0.1159;0.1007;0.9937;0.0208;0.1767;0.0073;0.1164;1;0.02;0.1758;0;0.1172;1473.1417;146747.55;94.172;103.5333;22.1143;1004.343;30.1917;95.113;34.4396;4.8366;0;21.8828;92.3037
"epb";"sparse_block_model_500";"dashboard/output_dashboard/sparse_block_model_500/epb.json";500;2494;0.5536;2.0517;0.1297;1.0772;22.2351;0.0153;0.004;0.003;0.4918;0;17.3737;1.6267;0.144;0.1783;1;1;0;0.5664;0.1136;0.2452;0.4899;0.0661;0.8678;0.0519;0.16;0.1457;0.1292;0.992;0.0217;0.1447;0.0088;0.16;1;0.02;0.144;0;0.1618;1454.3717;157001.7097;100.3904;101.4199;21.6656;12476.1291;43.3509;92.731;42.8631;4.7846;3746.6371;22.0823;566.4957
"fd";"sparse_block_model_500";"dashboard/output_dashboard/sparse_block_model_500/fd.json";500;2494;0.9775;4.2133;0.1974;1.0056;4.1764;0.3428;0.176;0.0066;0.4918;0;0.6139;0.2283;0.3808;0.0571;1;0.998;0;0.8228;0.0309;0.4628;0.2752;0.0268;0.9671;0.022;0.393;0.05;0.0358;0.9985;0.02;0.3814;0.0024;0.0379;1;0.02;0.3808;0;0.038;1504.1902;144270.3176;96.5834;100.8398;32.1534;32179.2538;59.5002;149.0421;71.9447;4.848;6099.9539;32.6464;1107.3711
"sepb";"sparse_block_model_500";"dashboard/output_dashboard/sparse_block_model_500/sepb.json";500;2494;0.5445;2.0493;0.1276;1.0924;22.874;0.0165;0.0051;0.0037;0.4918;0;18.5266;1.8546;0.1349;0.1856;1;1;0;0.5568;0.1178;0.235;0.4984;0.0693;0.8666;0.0527;0.1508;0.147;0.1358;0.9916;0.0217;0.1358;0.0094;0.1674;1;0.02;0.1349;0;0.1693;1452.307;156606.5524;94.2872;99.9069;22.3184;12885.1326;44.235;95.3097;44.1797;4.7822;3932.8189;22.7127;594.3685
"wr";"sparse_block_model_500";"dashboard/output_dashboard/sparse_block_model_500/wr.json";500;2494;0.9947;4.3252;0.1993;1.009;6.8508;0.0009;0.0005;0;0.4918;0;1.203;0.464;0.3478;0.0614;1;1;0;0.802;0.0332;0.4331;0.2918;0.0289;0.9564;0.0229;0.3629;0.0639;0.0394;0.9977;0.0201;0.3485;0.0033;0.0423;1;0.02;0.3478;0;0.0424;1437.1641;142828.3043;96.3712;104.1255;30.0069;18263.3705;51.6124;135.6695;62.7894;4.8869;4262.1822;30.2529;826.4246
"cubu";"sparse_can_96";"dashboard/output_dashboard/sparse_can_96/cubu.json";96;336;0.8527;14.506;0.0692;1.0442;21.803;0.3394;0.1595;0;0.5119;0;9.0768;10.8428;0.9088;0.0814;1;0.3958;0;0.9956;0.0734;0.9121;0.0148;0.0086;1;0.0729;0.9088;0;0.0091;1;0.0729;0.9088;0;0.0091;1;0.0729;0.9088;0;0.0091;228.549;16802.5806;88.8484;95.6898;3.346;111.0666;4.1423;14.4048;5.3539;0.6664;107.0628;3.2809;18.7011
"epb";"sparse_can_96";"dashboard/output_dashboard/sparse_can_96/epb.json";96;336;0.8985;14.3869;0.0731;1.0746;27.8045;0.0012;0.0001;0.0001;0.5119;0;16.4786;1.0708;0.9392;0.079;1;0.2708;0;1;0.0729;0.9392;0;0.0066;1;0.0729;0.9392;0;0.0066;1;0.0729;0.9392;0;0.0066;1;0.0729;0.9392;0;0.0066;187.8719;16772.1567;88.4774;94.3313;2.6116;1461.2956;5.4326;10.6282;5.0976;0.67;417.0656;2.5239;66.5576
"fd";"sparse_can_96";"dashboard/output_dashboard/sparse_can_96/fd.json";96;336;0.9856;18.3363;0.0769;1.0009;2.9507;0.4596;0.2151;0.0055;0.5119;0;0.2288;0.1127;0.9919;0.0736;1;0.0625;0;1;0.0729;0.9919;0;0.0007;1;0.0729;0.9919;0;0.0007;1;0.0729;0.9919;0;0.0007;1;0.0729;0.9919;0;0.0007;239.114;16693.1794;88.3546;94.5473;4.3898;4339.4277;8.0285;19.7136;9.7935;0.6692;807.0061;4.365;149.0526
"sepb";"sparse_can_96";"dashboard/output_dashboard/sparse_can_96/sepb.json";96;336;0.8831;13.4196;0.0726;1.1005;31.2273;0.002;0.0014;0.0013;0.5119;0;22.7948;1.1368;0.8972;0.0827;1;0.5104;0;1;0.0729;0.8972;0;0.0105;1;0.0729;0.8972;0;0.0105;1;0.0729;0.8972;0;0.0105;1;0.0729;0.8972;0;0.0105;171.3896;16922.6198;88.0988;94.0392;2.434;1347.5573;5.3916;10.2458;4.7853;0.6657;405.9238;2.3513;61.8093
"wr";"sparse_can_96";"dashboard/output_dashboard/sparse_can_96/wr.json";96;336;0.9766;18.0774;0.0765;1.0097;11.1956;0;0;0;0.5119;0;2.1239;0.4834;0.9876;0.074;1;0.0729;0;0.9947;0.0734;0.9925;0.026;0.0007;1;0.0729;0.9876;0;0.0012;1;0.0729;0.9876;0;0.0012;1;0.0729;0.9876;0;0.0012;173.0447;16612.1488;88.7053;94.0669;4.0374;2446.7988;6.7472;17.8549;8.2088;0.6616;546.6602;4.0207;112.6206
"cubu";"sparse_connected_watts_300";"dashboard/output_dashboard/sparse_connected_watts_300/cubu.json";300;2400;0.7507;1.5283;0.0838;1.0391;11.7994;0.1522;0.0424;0.0003;0.5008;0.5008;3.2479;17.7449;0.6182;0.0874;1;1;0;0.9893;0.0545;0.6242;0.0226;0.0348;0.9971;0.0536;0.6198;0.006;0.0357;0.9996;0.0534;0.6185;0.0009;0.036;0.9998;0.0534;0.6183;0.0005;0.036;1338.6645;136894.0661;88.0971;93.3154;21.838;355.8364;26.6492;98.2482;34.7052;4.4985;0;21.0688;53.8726
"epb";"sparse_connected_watts_300";"dashboard/output_dashboard/sparse_connected_watts_300/epb.json";300;2400;0.4689;0.7933;0.055;1.0459;11.3486;0.0101;0.0003;0.0002;0.5008;0;6.9833;1.0063;0.385;0.1642;1;1;0;0.7229;0.1132;0.5233;0.4317;0.0538;0.7972;0.0972;0.4739;0.3168;0.0708;0.8783;0.0795;0.4334;0.1908;0.0895;0.9536;0.0631;0.4028;0.074;0.1069;1414.4087;146595.8123;98.6047;115.9959;23.9525;14367.1022;44.0142;106.5395;49.6085;4.678;3943.3925;24.4846;657.1198
"fd";"sparse_connected_watts_300";"dashboard/output_dashboard/sparse_connected_watts_300/fd.json";300;2400;0.8944;1.8525;0.0976;1.013;4.9158;0.2882;0.147;0.0068;0.5008;0;1.2826;0.481;0.6518;0.0822;1;1;0;1;0.0533;0.6518;0;0.0304;1;0.0533;0.6518;0;0.0304;1;0.0533;0.6518;0;0.0304;1;0.0533;0.6518;0;0.0304;1369.5543;139084.9903;90.7676;92.3111;31.3516;30881.017;57.1561;152.5257;72.1579;4.5283;6071.3935;31.2417;1073.9403
"sepb";"sparse_connected_watts_300";"dashboard/output_dashboard/sparse_connected_watts_300/sepb.json";300;2400;0.4444;0.7992;0.0521;1.0749;13.5094;0.0141;0.0007;0.0005;0.5008;0;8.8901;1.428;0.3869;0.163;1;1;0;0.7287;0.1118;0.5218;0.4245;0.0541;0.7995;0.0965;0.4753;0.315;0.0703;0.877;0.0795;0.4367;0.1949;0.0882;0.9534;0.063;0.4052;0.0753;0.1057;1392.395;147543.4799;88.5153;93.8647;24.6944;14751.0955;44.1964;108.3;49.6707;4.5242;4187.7956;24.5323;673.5804
"wr";"sparse_connected_watts_300";"dashboard/output_dashboard/sparse_connected_watts_300/wr.json";300;2400;0.9848;1.9717;0.1068;1.0091;4.4648;0.0011;0.0006;0;0.5008;0;0.7941;0.4701;0.6761;0.0796;1;0.9967;0;0.9998;0.0534;0.6762;0.0005;0.0277;1;0.0533;0.6761;0;0.0277;1;0.0533;0.6761;0;0.0277;1;0.0533;0.6761;0;0.0277;1363.0574;135905.0081;93.1013;93.3881;28.6415;17469.0556;47.5276;126.0464;57.9491;4.5705;4041.913;28.4967;791.2273
"cubu";"sparse_connected_watts_500";"dashboard/output_dashboard/sparse_connected_watts_500/cubu.json";500;6500;0.5952;1.2394;0.1717;1.0795;15.9141;0.13;0.0332;0.0002;0.4909;0.4909;7.8525;20.9746;0.3417;0.1766;1;1;0;0.7882;0.0973;0.4214;0.2946;0.0837;0.9812;0.056;0.347;0.0258;0.1273;1;0.052;0.3417;0;0.1315;1;0.052;0.3417;0;0.1315;3698.7772;414716.6791;89.8354;95.0096;57.0366;2124.7068;76.0374;257.8857;91.1715;12.3453;0;57.178;194.7734
"epb";"sparse_connected_watts_500";"dashboard/output_dashboard/sparse_connected_watts_500/epb.json";500;6500;0.1991;0.4312;0.0663;1.0525;19.7491;0.0191;0.001;0.0006;0.4909;0;14.6554;1.3218;0.1186;0.5048;1;1;0;0.3978;0.3682;0.293;0.6813;0.1441;0.9145;0.0961;0.1298;0.0969;0.4313;1;0.052;0.1186;0;0.4778;1;0.052;0.1186;0;0.4778;3697.3369;528515.5864;88.8252;94.9955;69.092;41968.1454;124.8593;309.211;141.9225;12.5542;11393.0232;70.8616;1932.3845
"fd";"sparse_connected_watts_500";"dashboard/output_dashboard/sparse_connected_watts_500/fd.json";500;6500;0.947;2.0182;0.234;1.031;8.0027;0.2028;0.0878;0.0068;0.4909;0;2.721;0.8373;0.4848;0.1098;1;1;0;0.9814;0.0546;0.493;0.0317;0.0583;0.9999;0.052;0.4848;0.0002;0.061;1;0.052;0.4848;0;0.061;1;0.052;0.4848;0;0.061;3845.0644;427244.3752;89.6065;95.8652;84.3396;83862.7694;157.5124;388.371;190.1326;12.5368;17065.4326;86.4673;2905.4518
"sepb";"sparse_connected_watts_500";"dashboard/output_dashboard/sparse_connected_watts_500/sepb.json";500;6500;0.2716;0.6942;0.0862;1.0777;19.3718;0.0237;0.0019;0.0012;0.4909;0;14.1218;1.7794;0.1286;0.4679;1;1;0;0.4217;0.3356;0.2991;0.6611;0.1396;0.9181;0.0914;0.1401;0.0939;0.3973;1;0.052;0.1286;0;0.4389;1;0.052;0.1286;0;0.4389;3924.1374;526961.2763;98.6378;94.9824;70.823;42462.4112;126.3223;318.5997;146.4617;12.2449;12063.0395;72.3455;1951.5977
"wr";"sparse_connected_watts_500";"dashboard/output_dashboard/sparse_connected_watts_500/wr.json";500;6500;1.0102;2.0862;0.2461;1.0094;5.8514;0.0009;0.0006;0;0.4909;0;1.05;0.4784;0.5007;0.1068;1;1;0;0.97;0.0559;0.5148;0.0535;0.0537;0.9989;0.0522;0.5012;0.002;0.0577;1;0.052;0.5007;0;0.0579;1;0.052;0.5007;0;0.0579;3761.9696;399641.5446;89.2894;95.9477;77.872;47242.3453;133.177;356.0152;160.2242;12.3627;10983.5334;79.4017;2149.0142
"cubu";"sparse_CSphd";"dashboard/output_dashboard/sparse_CSphd/cubu.json";1025;1043;0.9927;1.6846;0.0397;1.0034;1.2008;0.0184;0.0096;0.0006;0.5106;0.5106;0.2262;2.4137;0.9895;0.002;1;0.038;0;0.9954;0.002;0.9937;0.0131;0;0.9972;0.002;0.992;0.008;0;0.9983;0.002;0.991;0.0049;0;0.9989;0.002;0.9906;0.0034;0;699.5671;38413.8594;76.3407;78.3765;2.8765;30.2639;11.4107;7.2744;3.2888;2.322;0;2.2938;4.7364
"epb";"sparse_CSphd";"dashboard/output_dashboard/sparse_CSphd/epb.json";1025;1043;1.0848;1.8476;0.0431;1.005;0.7872;0.0002;0.0003;0.0002;0.5106;0;2.5191;0.0466;0.9804;0.0021;1;0.0644;0;0.9896;0.002;0.9904;0.0302;0;0.993;0.002;0.9869;0.0194;0.0001;0.9938;0.002;0.9861;0.0169;0.0001;0.9956;0.002;0.984;0.0122;0.0001;795.7113;38131.1336;75.2821;77.0502;1.5297;82.1953;10.7021;2.0955;1.6785;2.2449;76.8766;1.4963;5.1212
"fd";"sparse_CSphd";"dashboard/output_dashboard/sparse_CSphd/fd.json";1025;1043;0.9973;1.7037;0.0398;1.0012;0.1778;0.5606;0.2997;0.008;0.5106;0;0.0132;0.0505;0.9898;0.002;1;0.0342;0;0.996;0.002;0.9936;0.01;0;0.999;0.002;0.9907;0.0025;0;1;0.002;0.9898;0;0;1;0.002;0.9898;0;0;471.7248;39361.258;74.5702;76.788;14.0395;13479.9674;25.3043;61.6581;30.2756;2.2523;2670.9082;14.1711;466.8567
"sepb";"sparse_CSphd";"dashboard/output_dashboard/sparse_CSphd/sepb.json";1025;1043;1.0844;1.8466;0.0431;1.0053;0.7821;0.0002;0.0003;0.0002;0.5106;0;2.5113;0.0466;0.9802;0.0021;1;0.0644;0;0.9897;0.002;0.9899;0.0293;0;0.993;0.002;0.9867;0.0194;0.0001;0.9938;0.002;0.9858;0.0169;0.0001;0.9956;0.002;0.9837;0.0122;0.0001;719.1358;38403.4727;73.5466;76.633;1.5826;82.0346;10.7617;2.0754;1.6904;2.2173;77.3597;1.1966;5.0604
"wr";"sparse_CSphd";"dashboard/output_dashboard/sparse_CSphd/wr.json";1025;1043;1.0087;1.7411;0.0402;1.0094;0.9637;0.0047;0.003;0;0.5106;0;0.1718;0.4748;0.9913;0.002;1;0.0283;0;0.9974;0.002;0.9936;0.0058;0;0.999;0.002;0.9922;0.0025;0;1;0.002;0.9913;0;0;1;0.002;0.9913;0;0;687.2578;39194.3183;81.4464;76.889;12.7938;7628.3588;21.5328;56.2613;25.7876;2.2214;1678.2248;12.8529;348.1193
